data_len,Speed(L),Speed(G),Speed+Acc(L),Speed+Acc(G),IMR,EWMA,Median,Func_LP
0.05,0.8050224667198589,0.8692247454972593,0.7294724466188797,0.8927775406648646,0.6747127174680619,0.1637644078964257,0.41437917019843085,0.8970553142748056
0.1,0.8839315036359372,0.8814435795547328,0.8128744122130849,0.9144318633293602,0.6580357142857143,0.2819222722944145,0.5807584160569201,0.9155659672033095
0.15000000000000002,0.9097765317331498,0.8896132926011475,0.8432552008363763,0.9214456848651679,0.6384191616766467,0.3652452039676718,0.6598882278709212,0.9209938438976143
0.2,0.927645504302193,0.8934471018452356,0.86237467508355,0.9284134170182117,0.6346494878940321,0.43406188242928345,0.7178176456131726,0.9268280110312122
0.25,0.9367860178715817,0.8936678888748405,0.8739362983665012,0.9295340940248455,0.622175449146809,0.4859393670687595,0.7557184080696617,0.9277892867712341
0.3,0.9438398366249792,0.8972707581227436,0.883186157323836,0.9321418795419025,0.6514074530335695,0.5388736456309707,0.7869757987302802,0.9302177545553405
0.35000000000000003,0.9474099273233338,0.8949749128979224,0.8868325658155507,0.9313223430375307,0.6559242529534399,0.5767196518791047,0.8038961470695788,0.9297837094455211
