data_len,fd,domino,cords,is_cover
100.0,0.4152665879709069,0.069169,0.532965,0.5458721131186175
200.0,0.4100927303655097,0.06027025,0.6435635438954405,0.41416852028691026
300.0,0.322402499461323,0.0484,0.629192779385421,0.31482107790369196
400.0,0.35222745566854013,0.0452625625,0.5618968750000001,0.5671436800728755
500.0,0.44299340625457473,0.018550439999999998,0.744771148610346,0.49574971674764673
