U3_HNA10CP107,-1e-05,1e-05
U3_HNC10AA101XQ01,-0.40135660892696234,0.4078814813631805
U3_HNC10CF101,-0.1020157997751838,0.10264596485772506
U3_HNC10CG101XQ01,-0.2663491353197525,0.27326765457938235
U3_HNC10CT111,-0.012387646938410683,0.01191485054021159
U3_HNC10CT112,-0.010412729044955774,0.009961703532199401
U3_HNC10CT113,-0.01947098885364034,0.01909587129486095
U3_HNC10CT121,-0.016051998897225805,0.01579301940748093
U3_HNC10CT122,-0.015868295393375798,0.01562983616376099
U3_HNC10CT123,-0.022156111776940598,0.0219624649535289
U3_HNC10CT131,-0.01609772491982131,0.01590626919195738
U3_HNC10CT132,-0.013050419153171004,0.012851449668428633
U3_HNC10CT133,-0.02336667072031746,0.023242558664289443
U3_HNC10CT141,-0.013668862340251678,0.013289582700431762
U3_HNC10CT142,-0.014279451210987625,0.013889966468616437
U3_HNC10CT143,-0.02516756387823361,0.024777458825707355
U3_HNC10CT151,-0.028336095890729232,0.027042148917242492
U3_HNC10CT152,-0.0184258649060649,0.018285764856039884
U3_HNC10CT161,-0.029320027495340184,0.02801534515416959
U3_HNC10CT162,-0.20937684074692195,0.20923422944126915
U3_HNC10CT171,-0.021149967756836394,0.024532438992454202
U3_HNC10CT172,-0.014773415235121707,0.018283410232620458
U3_HNC10CT173,-0.02453964828377649,0.02781597644785853
U3_HNC10CT174,-0.01895432663328794,0.022295957448695645
U3_HNC10CT175,-0.016491253219577114,0.020028581883909286
U3_HNC10CT176,-0.026269593114643004,0.029682159397784576
U3_HNV10CT102,-0.025382903498560015,0.025526275184402935
U3_HNV10CT103,-0.021941310440750553,0.02205312634870453
U3_HNV10CT104,-0.033735869568991585,0.03343339833337378
U3_HNV10CT111,-0.15236402521372724,0.15258040340282178
U3_HNV20CP101,-0.027535718426164247,0.027522962047975153
U3_HNV20CP102,-6.18135687293004e-05,6.294413401194175e-05
U3_HNV20CP103,-9.032691156741434e-05,8.878614118222173e-05
U3_HNV20CT101,-0.023026908699788996,0.023295623056967585
U3_HNV20CT102,-0.025823192450752177,0.026073797753403506
U3_HNV20CT104,-0.07385827748586993,0.07408322996210806
U3_HNV20CT111,-0.14346224158480034,0.14355831962381985
U3_PGB75CT101,-0.05068459640336061,0.05081994407719752
U3_PGB75CT102,-0.05263074297663403,0.05287704612820983
