tid,attribute,correct_val
1947,sensor0,46.27
1947,sensor1,51.04
1947,sensor34,92.97
1948,sensor0,46.22
1948,sensor1,51.0
1948,sensor34,91.67
1949,sensor0,46.22
1949,sensor1,51.0
1949,sensor34,89.58
1950,sensor0,46.22
1950,sensor1,51.0
1950,sensor34,91.41
1951,sensor0,46.22
1951,sensor1,50.95
1951,sensor34,92.97
1952,sensor0,46.22
1952,sensor1,51.04
1952,sensor34,97.66
1953,sensor0,46.22
1953,sensor1,51.04
1953,sensor34,102.6
1954,sensor0,46.22
1954,sensor1,51.04
1954,sensor34,105.73
1955,sensor0,46.22
1955,sensor1,51.0
1955,sensor34,107.03
1956,sensor0,46.22
1956,sensor1,51.04
1956,sensor34,105.99
1957,sensor0,46.18
1957,sensor1,51.0
1957,sensor34,103.12
1958,sensor0,46.18
1958,sensor1,51.0
1958,sensor34,98.96
1959,sensor0,46.22
1959,sensor1,51.0
1959,sensor34,94.01
1960,sensor0,46.22
1960,sensor1,51.09
1960,sensor34,90.89
1961,sensor0,46.22
1961,sensor1,51.0
1961,sensor34,90.36
1962,sensor0,46.22
1962,sensor1,51.0
1962,sensor34,88.8
1963,sensor0,46.22
1963,sensor1,51.09
1963,sensor34,86.98
1964,sensor0,46.22
1964,sensor1,51.04
1964,sensor34,83.85
1965,sensor0,46.22
1965,sensor1,51.0
1965,sensor34,81.77
1966,sensor0,46.22
1966,sensor1,51.04
1966,sensor34,82.55
1967,sensor0,46.18
1967,sensor1,51.0
1967,sensor34,84.64
1968,sensor0,46.22
1968,sensor1,51.04
1968,sensor34,84.9
1969,sensor0,46.22
1969,sensor1,51.04
1969,sensor34,84.38
1970,sensor0,46.18
1970,sensor1,51.0
1970,sensor34,83.33
1971,sensor0,46.18
1971,sensor1,51.0
1971,sensor34,81.77
1972,sensor0,46.18
1972,sensor1,51.04
1972,sensor34,78.65
1973,sensor0,46.18
1973,sensor1,51.0
1973,sensor34,76.04
1974,sensor0,46.18
1974,sensor1,51.04
1974,sensor34,74.74
1975,sensor0,46.05
1975,sensor1,51.04
1975,sensor34,74.22
1976,sensor0,46.18
1976,sensor1,51.09
1976,sensor34,74.22
1977,sensor0,46.18
1977,sensor1,51.04
1977,sensor34,77.08
1978,sensor0,46.18
1978,sensor1,51.04
1978,sensor34,81.25
1979,sensor0,46.05
1979,sensor1,51.04
1979,sensor34,83.85
1980,sensor0,46.18
1980,sensor1,51.04
1980,sensor34,87.96
1981,sensor0,46.18
1981,sensor1,51.04
1981,sensor34,91.41
1982,sensor0,46.18
1982,sensor1,51.09
1982,sensor34,93.75
1983,sensor0,46.18
1983,sensor1,51.04
1983,sensor34,93.49
2040,sensor33,33.07
2040,sensor34,79.43
2041,sensor33,33.07
2041,sensor34,79.43
2042,sensor33,32.81
2042,sensor34,80.99
2043,sensor33,33.07
2043,sensor34,83.33
2044,sensor33,33.85
2044,sensor34,84.9
2045,sensor33,33.85
2045,sensor34,84.9
2046,sensor33,33.85
2046,sensor34,84.38
2047,sensor33,33.59
2047,sensor34,82.29
2048,sensor33,33.59
2048,sensor34,82.29
2049,sensor33,33.59
2049,sensor34,82.03
2050,sensor33,34.38
2050,sensor34,82.29
2051,sensor33,34.9
2051,sensor34,83.07
2068,sensor2,45.14
2068,sensor34,76.82
2069,sensor2,45.14
2069,sensor34,79.43
2070,sensor2,45.14
2070,sensor34,81.77
2071,sensor2,45.14
2071,sensor34,83.68
2072,sensor2,45.14
2072,sensor34,84.05
2073,sensor2,45.1
2073,sensor34,88.54
2074,sensor2,45.1
2074,sensor34,88.28
2075,sensor2,45.1
2075,sensor34,91.15
2076,sensor2,45.1
2076,sensor34,93.75
2077,sensor2,45.1
2077,sensor34,96.09
2078,sensor2,45.01
2078,sensor34,94.79
2079,sensor2,45.01
2079,sensor34,91.67
2080,sensor2,45.01
2080,sensor34,88.8
2081,sensor2,45.01
2081,sensor34,86.2
2082,sensor2,45.01
2082,sensor34,83.33
2083,sensor2,45.01
2083,sensor34,81.77
2084,sensor2,45.01
2084,sensor34,79.95
2085,sensor2,45.01
2085,sensor34,79.69
2086,sensor2,45.01
2086,sensor34,78.39
2087,sensor2,45.01
2087,sensor34,77.34
2088,sensor2,45.01
2088,sensor34,78.12
2089,sensor2,45.1
2089,sensor34,77.86
2090,sensor2,45.1
2090,sensor34,80.47
2091,sensor2,45.1
2091,sensor34,81.77
2092,sensor2,45.01
2092,sensor34,81.77
2093,sensor2,45.1
2093,sensor34,81.25
2094,sensor2,45.01
2094,sensor34,82.55
2095,sensor2,45.1
2095,sensor34,82.55
2096,sensor2,45.01
2096,sensor34,82.55
2263,sensor0,46.7
2263,sensor33,33.07
2264,sensor0,46.44
2264,sensor33,34.11
2265,sensor0,46.7
2265,sensor33,34.9
2266,sensor0,46.7
2266,sensor33,35.16
2267,sensor0,46.7
2267,sensor33,35.42
2268,sensor0,46.7
2268,sensor33,35.16
2269,sensor0,46.7
2269,sensor33,34.38
2270,sensor0,46.7
2270,sensor33,33.59
2271,sensor0,46.7
2271,sensor33,32.55
2272,sensor0,46.7
2272,sensor33,32.29
2273,sensor0,46.7
2273,sensor33,32.29
2274,sensor0,46.7
2274,sensor33,33.59
2275,sensor0,46.7
2275,sensor33,35.29
2276,sensor0,46.7
2276,sensor33,35.32
2277,sensor0,46.66
2277,sensor33,35.21
2278,sensor0,46.66
2278,sensor33,35.0
2279,sensor0,46.66
2279,sensor33,34.79
2280,sensor0,46.66
2280,sensor33,35.68
2281,sensor0,46.66
2281,sensor33,35.68
2282,sensor0,46.66
2282,sensor33,35.16
2283,sensor0,46.66
2283,sensor33,35.16
2284,sensor0,46.66
2284,sensor33,35.68
2285,sensor0,46.66
2285,sensor33,35.68
2286,sensor0,46.66
2286,sensor33,35.42
2287,sensor0,46.66
2287,sensor33,35.16
2288,sensor0,46.66
2288,sensor33,34.9
2289,sensor0,46.66
2289,sensor33,34.38
2290,sensor0,46.66
2290,sensor33,35.16
2291,sensor0,46.66
2291,sensor33,34.9
2292,sensor0,46.66
2292,sensor33,34.38
2293,sensor0,46.66
2293,sensor33,34.38
2294,sensor0,46.66
2294,sensor33,34.11
2295,sensor0,46.66
2295,sensor33,33.59
2319,sensor32,46.61
2319,sensor34,112.15
2320,sensor32,46.88
2320,sensor34,111.13
2321,sensor32,46.61
2321,sensor34,117.45
2322,sensor32,46.09
2322,sensor34,115.89
2323,sensor32,45.83
2323,sensor34,113.54
2324,sensor32,45.57
2324,sensor34,108.07
2325,sensor32,44.79
2325,sensor34,103.91
2326,sensor32,44.27
2326,sensor34,103.12
2327,sensor32,44.01
2327,sensor34,103.91
2328,sensor32,44.27
2328,sensor34,103.39
2329,sensor32,44.53
2329,sensor34,100.52
2330,sensor32,44.01
2330,sensor34,95.57
2331,sensor32,43.49
2331,sensor34,90.89
2332,sensor32,43.49
2332,sensor34,87.76
2333,sensor32,44.01
2333,sensor34,86.2
2334,sensor32,44.79
2334,sensor34,82.29
2335,sensor32,46.09
2335,sensor34,79.69
2336,sensor32,47.14
2336,sensor34,80.47
2337,sensor32,47.4
2337,sensor34,82.03
2338,sensor32,48.18
2338,sensor34,83.33
2339,sensor32,47.92
2339,sensor34,85.94
2340,sensor32,47.4
2340,sensor34,88.28
2341,sensor32,47.4
2341,sensor34,88.28
2342,sensor32,46.88
2342,sensor34,91.67
2343,sensor32,46.88
2343,sensor34,94.27
2344,sensor32,47.14
2344,sensor34,96.32
2345,sensor32,47.4
2345,sensor34,96.87
2346,sensor32,47.4
2346,sensor34,97.08
2347,sensor32,47.14
2347,sensor34,97.07
2348,sensor32,46.61
2348,sensor34,96.94
2349,sensor32,45.31
2349,sensor34,96.84
2350,sensor32,44.01
2350,sensor34,102.86
2351,sensor32,42.71
2351,sensor34,100.52
2352,sensor32,41.93
2352,sensor34,101.3
2353,sensor32,40.89
2353,sensor34,100.0
2354,sensor32,40.62
2354,sensor34,100.0
2355,sensor32,40.62
2355,sensor34,100.0
2356,sensor32,41.41
2356,sensor34,99.48
2357,sensor32,42.19
2357,sensor34,97.66
2652,sensor2,44.57
2652,sensor32,47.14
2653,sensor2,44.57
2653,sensor32,47.14
2654,sensor2,44.66
2654,sensor32,47.14
2655,sensor2,44.66
2655,sensor32,47.14
2656,sensor2,44.66
2656,sensor32,46.09
2657,sensor2,44.66
2657,sensor32,46.61
2658,sensor2,44.66
2658,sensor32,46.09
2659,sensor2,44.7
2659,sensor32,46.61
2660,sensor2,44.7
2660,sensor32,46.61
2661,sensor2,44.7
2661,sensor32,46.61
2662,sensor2,44.7
2662,sensor32,47.14
2663,sensor2,44.7
2663,sensor32,48.18
2664,sensor2,44.7
2664,sensor32,49.48
2665,sensor2,44.7
2665,sensor32,50.52
2666,sensor2,44.7
2666,sensor32,50.52
2667,sensor2,44.7
2667,sensor32,49.74
2668,sensor2,44.66
2668,sensor32,49.48
2669,sensor2,44.66
2669,sensor32,48.44
2670,sensor2,44.57
2670,sensor32,47.92
2671,sensor2,44.57
2671,sensor32,46.61
2672,sensor2,44.53
2672,sensor32,45.83
2673,sensor2,44.53
2673,sensor32,44.79
2674,sensor2,44.53
2674,sensor32,44.27
2675,sensor2,44.53
2675,sensor32,43.23
2676,sensor2,44.53
2676,sensor32,42.71
2677,sensor2,44.53
2677,sensor32,42.19
2678,sensor2,44.53
2678,sensor32,42.19
2679,sensor2,44.57
2679,sensor32,41.67
2680,sensor2,44.57
2680,sensor32,41.41
2681,sensor2,44.57
2681,sensor32,41.67
2681,sensor33,36.2
2681,sensor34,73.44
2682,sensor2,44.57
2682,sensor32,41.93
2682,sensor33,36.98
2682,sensor34,76.56
2683,sensor2,44.57
2683,sensor32,41.41
2683,sensor33,37.76
2683,sensor34,80.47
2684,sensor33,36.98
2684,sensor34,82.03
2685,sensor33,36.2
2685,sensor34,83.33
2686,sensor33,34.9
2686,sensor34,83.07
2687,sensor33,33.59
2687,sensor34,79.95
2688,sensor33,33.07
2688,sensor34,77.34
2689,sensor33,33.85
2689,sensor34,75.26
2690,sensor33,34.11
2690,sensor34,72.66
2691,sensor33,33.59
2691,sensor34,70.31
2692,sensor33,32.81
2692,sensor34,68.75
2693,sensor33,31.77
2693,sensor34,66.93
2694,sensor33,31.77
2694,sensor34,67.45
2695,sensor33,32.55
2695,sensor34,67.45
2696,sensor33,33.07
2696,sensor34,69.01
2697,sensor33,32.55
2697,sensor34,70.05
2698,sensor33,31.77
2698,sensor34,72.14
2699,sensor33,31.51
2699,sensor34,76.82
2700,sensor33,30.99
2700,sensor34,79.69
2701,sensor33,30.99
2701,sensor34,79.69
2702,sensor33,31.25
2702,sensor34,80.73
2703,sensor33,32.55
2703,sensor34,82.55
2704,sensor33,36.6
2704,sensor34,83.07
2705,sensor33,37.76
2705,sensor34,82.29
2706,sensor33,37.43
2706,sensor34,81.77
2707,sensor33,37.52
2707,sensor34,81.77
2708,sensor33,37.54
2708,sensor34,81.77
2709,sensor33,37.51
2709,sensor34,81.77
2710,sensor33,37.43
2710,sensor34,80.73
2711,sensor33,37.36
2711,sensor34,79.95
2712,sensor33,37.29
2712,sensor34,78.39
2713,sensor33,37.36
2713,sensor34,77.08
2714,sensor33,37.57
2714,sensor34,77.08
2715,sensor33,37.74
2715,sensor34,76.56
2716,sensor33,38.28
2716,sensor34,75.52
2717,sensor33,37.76
2717,sensor34,71.35
2718,sensor33,36.46
2718,sensor34,70.31
2719,sensor33,35.68
2719,sensor34,71.61
2720,sensor33,35.68
2720,sensor34,75.52
2721,sensor33,36.72
2721,sensor34,78.39
2722,sensor33,40.78
2722,sensor34,78.01
2723,sensor33,40.1
2723,sensor34,77.44
2724,sensor33,41.57
2724,sensor34,76.78
2725,sensor33,41.66
2725,sensor34,76.08
2726,sensor33,41.58
2726,sensor34,81.25
2727,sensor33,41.3
2727,sensor34,79.17
2728,sensor33,40.9
2728,sensor34,77.08
2729,sensor33,40.53
2729,sensor34,75.78
3147,sensor33,33.85
3147,sensor34,76.04
3148,sensor33,33.85
3148,sensor34,77.08
3149,sensor33,34.11
3149,sensor34,82.03
3150,sensor33,34.11
3150,sensor34,81.65
3151,sensor33,34.38
3151,sensor34,80.87
3152,sensor33,34.9
3152,sensor34,79.53
3153,sensor33,34.9
3153,sensor34,78.0
3154,sensor33,34.38
3154,sensor34,76.48
3155,sensor33,34.11
3155,sensor34,75.11
3156,sensor33,35.16
3156,sensor34,73.84
3157,sensor33,36.2
3157,sensor34,78.65
3158,sensor33,36.72
3158,sensor34,75.26
3159,sensor33,38.02
3159,sensor34,72.14
3160,sensor33,38.8
3160,sensor34,69.01
3161,sensor33,39.58
3161,sensor34,66.15
3162,sensor33,40.1
3162,sensor34,63.8
3209,sensor0,47.96
3209,sensor34,63.54
3210,sensor0,47.96
3210,sensor34,62.5
3211,sensor0,47.96
3211,sensor34,61.46
3212,sensor0,47.92
3212,sensor34,60.42
3213,sensor0,47.92
3213,sensor34,59.64
3214,sensor0,47.92
3214,sensor34,58.85
3215,sensor0,47.92
3215,sensor34,58.33
3216,sensor0,47.92
3216,sensor34,58.85
3217,sensor0,47.92
3217,sensor34,59.9
3218,sensor0,47.92
3218,sensor34,60.16
3219,sensor0,47.83
3219,sensor34,59.9
3220,sensor0,47.83
3220,sensor34,59.64
3221,sensor0,47.83
3221,sensor1,50.95
3221,sensor32,51.04
3221,sensor34,59.64
3222,sensor0,47.83
3222,sensor1,50.95
3222,sensor32,52.34
3222,sensor34,59.11
3223,sensor0,47.83
3223,sensor1,50.95
3223,sensor32,53.39
3223,sensor34,59.11
3224,sensor0,47.83
3224,sensor1,50.87
3224,sensor2,45.79
3224,sensor32,53.65
3224,sensor34,59.64
3225,sensor0,47.83
3225,sensor1,50.87
3225,sensor2,45.79
3225,sensor32,53.91
3225,sensor34,59.64
3226,sensor0,47.79
3226,sensor1,50.87
3226,sensor2,45.79
3226,sensor32,53.65
3226,sensor34,58.85
3227,sensor0,47.83
3227,sensor1,50.95
3227,sensor2,45.79
3227,sensor32,53.65
3227,sensor34,58.33
3228,sensor0,47.83
3228,sensor1,50.95
3228,sensor2,45.79
3228,sensor32,53.39
3228,sensor34,57.29
3229,sensor0,47.83
3229,sensor1,51.0
3229,sensor2,45.79
3229,sensor32,53.65
3229,sensor34,56.25
3230,sensor0,47.83
3230,sensor1,51.0
3230,sensor2,45.79
3230,sensor32,53.91
3230,sensor34,55.99
3231,sensor0,47.83
3231,sensor1,51.0
3231,sensor2,45.79
3231,sensor32,54.43
3231,sensor34,58.85
3232,sensor0,47.83
3232,sensor1,51.0
3232,sensor2,45.79
3232,sensor32,54.95
3232,sensor34,63.02
3233,sensor0,47.83
3233,sensor2,45.79
3233,sensor34,64.06
3234,sensor0,47.92
3234,sensor2,45.79
3234,sensor34,64.06
3235,sensor2,45.79
3236,sensor2,45.79
3237,sensor2,45.79
3238,sensor2,45.79
3239,sensor2,45.75
3240,sensor2,45.75
3241,sensor2,45.75
3242,sensor0,47.92
3242,sensor1,51.0
3242,sensor2,45.75
3243,sensor0,47.92
3243,sensor1,51.0
3243,sensor2,45.75
3244,sensor0,47.96
3244,sensor1,51.0
3244,sensor2,45.75
3245,sensor0,47.96
3245,sensor1,51.0
3245,sensor2,45.75
3246,sensor0,47.96
3246,sensor1,51.04
3246,sensor2,45.75
3246,sensor33,35.42
3247,sensor0,47.96
3247,sensor1,50.95
3247,sensor2,45.75
3247,sensor33,35.16
3248,sensor0,47.96
3248,sensor1,51.04
3248,sensor2,45.66
3248,sensor33,34.38
3249,sensor0,47.96
3249,sensor1,51.0
3249,sensor2,45.66
3249,sensor33,34.11
3250,sensor0,47.96
3250,sensor1,51.0
3250,sensor2,45.66
3250,sensor33,33.85
3251,sensor0,47.96
3251,sensor1,51.0
3251,sensor2,45.62
3251,sensor33,34.11
3252,sensor0,47.92
3252,sensor1,51.04
3252,sensor2,45.62
3252,sensor33,34.11
3253,sensor0,47.92
3253,sensor1,51.0
3253,sensor2,45.62
3253,sensor33,34.11
3254,sensor0,47.92
3254,sensor1,51.0
3254,sensor2,45.62
3254,sensor33,34.11
3255,sensor0,47.92
3255,sensor1,51.0
3255,sensor2,45.62
3255,sensor33,34.11
3256,sensor0,47.92
3256,sensor1,50.95
3256,sensor2,45.57
3256,sensor33,34.11
3257,sensor0,47.83
3257,sensor1,51.0
3257,sensor2,45.57
3257,sensor33,33.85
3258,sensor0,47.83
3258,sensor1,50.95
3258,sensor2,45.57
3258,sensor33,33.85
3259,sensor0,47.83
3259,sensor1,51.0
3259,sensor2,45.57
3259,sensor33,33.85
3260,sensor0,47.79
3260,sensor1,50.87
3260,sensor2,45.57
3260,sensor33,33.07
3261,sensor0,47.79
3261,sensor1,50.95
3261,sensor2,45.53
3261,sensor33,32.29
3262,sensor0,47.74
3262,sensor1,50.87
3262,sensor2,45.53
3262,sensor33,32.29
3263,sensor0,47.74
3263,sensor1,50.87
3263,sensor2,45.53
3263,sensor33,32.29
3264,sensor0,47.7
3264,sensor1,50.82
3264,sensor2,45.44
3264,sensor33,31.77
3265,sensor0,47.61
3265,sensor1,50.87
3265,sensor2,45.44
3265,sensor33,31.51
3266,sensor0,47.57
3266,sensor1,50.78
3266,sensor2,45.4
3266,sensor33,31.25
3267,sensor0,47.53
3267,sensor1,50.87
3267,sensor2,45.4
3267,sensor33,30.99
3268,sensor0,47.53
3268,sensor1,50.78
3268,sensor2,45.4
3268,sensor33,30.47
3269,sensor0,47.48
3269,sensor1,50.78
3269,sensor33,30.47
3270,sensor0,47.4
3270,sensor1,50.78
3270,sensor33,30.21
3271,sensor0,47.35
3271,sensor1,50.82
3271,sensor33,30.21
3272,sensor0,47.31
3272,sensor1,50.78
3272,sensor33,30.47
3273,sensor0,47.31
3273,sensor1,50.74
3273,sensor33,30.99
3274,sensor0,47.27
3274,sensor1,50.74
3274,sensor33,31.25
3275,sensor0,47.18
3275,sensor1,50.78
3275,sensor33,31.51
3276,sensor0,47.14
3276,sensor1,50.65
3276,sensor33,31.51
3277,sensor0,47.09
3277,sensor1,50.74
3277,sensor33,31.25
3278,sensor0,47.05
3278,sensor1,50.74
3278,sensor33,30.99
3279,sensor0,47.05
3279,sensor1,50.74
3279,sensor33,30.47
3280,sensor0,46.96
3280,sensor1,50.65
3280,sensor33,30.21
3281,sensor0,46.96
3281,sensor1,50.65
3281,sensor33,30.21
3282,sensor0,46.92
3282,sensor1,50.65
3282,sensor33,29.95
3283,sensor0,46.92
3283,sensor1,50.74
3283,sensor33,29.95
3284,sensor0,46.88
3284,sensor1,50.74
3284,sensor33,29.69
3285,sensor0,46.88
3285,sensor1,50.78
3285,sensor33,29.17
3286,sensor0,46.88
3286,sensor1,50.65
3286,sensor33,29.69
3287,sensor0,46.83
3287,sensor1,50.61
3287,sensor33,29.17
3288,sensor0,46.83
3288,sensor1,50.65
3288,sensor33,28.91
3289,sensor0,46.83
3289,sensor1,50.61
3289,sensor33,28.91
3290,sensor0,46.83
3290,sensor1,50.56
3290,sensor33,28.91
3291,sensor0,46.74
3291,sensor1,50.56
3291,sensor33,28.91
3292,sensor33,29.96
3293,sensor33,31.25
3294,sensor33,30.99
3295,sensor33,30.47
3321,sensor33,37.5
3321,sensor34,90.89
3322,sensor33,37.5
3322,sensor34,94.01
3323,sensor33,37.76
3323,sensor34,94.01
3324,sensor33,37.5
3324,sensor34,92.45
3325,sensor33,36.98
3325,sensor34,89.84
3326,sensor33,36.72
3326,sensor34,86.98
3327,sensor33,36.46
3327,sensor34,84.9
3328,sensor33,35.68
3328,sensor34,84.64
3329,sensor33,35.68
3329,sensor34,82.55
3330,sensor33,35.68
3330,sensor34,79.43
3331,sensor33,35.16
3331,sensor34,76.56
3332,sensor33,34.38
3332,sensor34,74.22
3333,sensor33,33.59
3333,sensor34,74.48
3334,sensor33,32.81
3334,sensor34,73.18
3335,sensor33,32.55
3335,sensor34,70.83
3336,sensor33,32.29
3336,sensor34,69.27
3337,sensor33,32.29
3337,sensor34,69.01
3338,sensor1,50.35
3338,sensor33,32.29
3338,sensor34,70.57
3339,sensor1,50.35
3339,sensor33,31.77
3339,sensor34,71.35
3340,sensor1,50.3
3340,sensor33,31.51
3340,sensor34,70.57
3341,sensor1,50.22
3341,sensor33,31.77
3341,sensor34,69.27
3342,sensor1,50.22
3342,sensor33,32.55
3342,sensor34,68.23
3343,sensor1,50.22
3343,sensor33,32.55
3344,sensor1,50.17
3344,sensor33,32.55
3345,sensor1,50.17
3345,sensor33,32.29
3346,sensor1,50.17
3346,sensor33,32.29
3347,sensor1,50.13
3347,sensor33,31.51
3348,sensor1,50.13
3348,sensor33,31.25
3349,sensor1,50.13
3349,sensor33,30.99
3350,sensor1,50.17
3350,sensor33,31.25
3351,sensor1,50.13
3351,sensor33,31.51
3352,sensor1,50.17
3352,sensor33,31.77
3353,sensor1,50.13
3353,sensor33,32.29
3354,sensor1,50.13
3354,sensor33,31.51
3355,sensor1,50.09
3355,sensor33,31.25
3356,sensor1,50.09
3356,sensor33,30.47
3357,sensor1,50.09
3357,sensor33,30.21
3358,sensor1,50.13
3358,sensor33,30.21
3359,sensor1,50.09
3359,sensor33,30.21
3360,sensor1,50.09
3360,sensor33,30.47
3361,sensor1,50.09
3361,sensor33,30.47
3362,sensor1,50.09
3362,sensor33,30.47
3363,sensor1,50.13
3363,sensor33,30.21
3364,sensor1,50.0
3364,sensor33,29.95
3365,sensor1,50.0
3365,sensor33,29.95
3366,sensor1,50.09
3366,sensor33,29.95
3367,sensor1,50.09
3367,sensor33,29.95
3368,sensor1,50.0
3368,sensor33,29.95
3369,sensor1,50.09
3369,sensor33,29.95
3370,sensor1,50.09
3370,sensor33,30.21
3371,sensor1,50.0
3371,sensor33,30.21
3372,sensor1,50.13
3372,sensor33,30.99
3414,sensor1,50.17
3414,sensor33,27.86
3415,sensor1,50.3
3415,sensor33,28.65
3416,sensor1,50.22
3416,sensor33,28.65
3417,sensor1,50.17
3417,sensor33,28.65
3418,sensor1,50.3
3418,sensor33,28.65
3419,sensor1,50.3
3419,sensor33,28.65
3420,sensor1,50.22
3420,sensor33,28.91
3421,sensor1,50.22
3421,sensor33,28.91
3422,sensor1,50.3
3422,sensor33,30.21
3423,sensor1,50.3
3423,sensor33,30.99
3424,sensor1,50.22
3424,sensor33,31.15
3425,sensor1,50.3
3425,sensor33,31.21
3426,sensor1,50.3
3426,sensor33,31.19
3427,sensor1,50.22
3427,sensor33,31.21
3428,sensor1,50.3
3428,sensor33,31.32
3429,sensor1,50.35
3429,sensor33,31.45
3430,sensor1,50.35
3430,sensor33,31.55
3431,sensor1,50.3
3431,sensor33,32.81
3432,sensor1,50.3
3432,sensor33,32.55
3433,sensor1,50.22
3433,sensor33,32.29
3434,sensor1,50.35
3434,sensor33,31.51
3435,sensor1,50.35
3435,sensor33,30.99
3436,sensor1,50.35
3436,sensor33,31.77
3437,sensor1,50.43
3437,sensor33,33.07
3438,sensor1,50.35
3438,sensor33,33.59
3453,sensor33,29.17
3453,sensor34,74.41
3454,sensor33,28.91
3454,sensor34,75.09
3455,sensor33,28.91
3455,sensor34,75.36
3456,sensor33,28.91
3456,sensor34,75.42
3457,sensor33,28.65
3457,sensor34,75.46
3458,sensor33,28.65
3458,sensor34,75.49
3459,sensor33,28.65
3459,sensor34,75.66
3460,sensor33,28.91
3460,sensor34,80.73
3461,sensor33,28.91
3461,sensor34,80.73
3462,sensor33,28.91
3462,sensor34,80.99
3463,sensor33,29.69
3463,sensor34,79.95
3464,sensor33,30.99
3464,sensor34,77.86
3465,sensor33,30.99
3465,sensor34,77.08
3466,sensor33,30.21
3466,sensor34,77.08
3467,sensor33,29.69
3467,sensor34,76.04
3468,sensor33,29.69
3468,sensor34,76.04
3469,sensor33,29.95
3469,sensor34,73.44
3470,sensor33,31.25
3470,sensor34,72.66
3471,sensor33,32.41
3471,sensor34,70.57
3472,sensor33,32.66
3472,sensor34,67.45
3473,sensor33,32.82
3473,sensor34,62.76
3474,sensor33,32.9
3474,sensor34,58.59
3475,sensor33,32.89
3475,sensor34,56.25
3476,sensor33,32.89
3476,sensor34,54.43
3673,sensor1,50.95
3673,sensor32,41.93
3674,sensor1,50.87
3674,sensor32,42.71
3675,sensor1,50.87
3675,sensor32,44.01
3676,sensor1,50.78
3676,sensor32,45.83
3677,sensor1,50.87
3677,sensor32,46.88
3678,sensor1,50.87
3678,sensor32,47.4
3679,sensor1,50.87
3679,sensor32,46.88
3680,sensor1,50.87
3680,sensor32,45.57
3681,sensor1,50.87
3681,sensor32,44.27
3682,sensor1,50.82
3682,sensor32,43.23
3683,sensor1,50.95
3683,sensor32,42.71
3684,sensor1,50.82
3684,sensor32,42.97
3685,sensor1,50.82
3685,sensor32,42.97
3686,sensor1,50.82
3686,sensor32,44.53
3687,sensor1,50.82
3687,sensor32,44.79
3688,sensor1,50.87
3688,sensor32,45.83
3689,sensor1,50.87
3689,sensor32,47.14
3690,sensor1,50.87
3690,sensor32,46.33
3691,sensor1,50.82
3691,sensor32,46.21
3692,sensor1,50.87
3692,sensor32,46.1
3693,sensor1,50.87
3693,sensor32,46.05
3694,sensor1,50.82
3694,sensor32,46.08
3695,sensor1,50.82
3695,sensor32,46.21
3696,sensor1,50.87
3696,sensor32,47.92
3697,sensor1,50.95
3697,sensor32,47.14
3698,sensor1,50.87
3698,sensor32,46.88
3699,sensor1,50.87
3699,sensor32,46.88
3700,sensor1,50.87
3700,sensor32,46.09
3701,sensor0,45.83
3701,sensor1,50.95
3701,sensor32,45.57
3702,sensor0,45.83
3702,sensor1,50.87
3702,sensor32,45.57
3703,sensor0,45.83
3703,sensor1,50.87
3703,sensor32,46.09
3704,sensor0,45.83
3704,sensor1,50.87
3704,sensor32,47.92
3705,sensor0,45.83
3705,sensor1,50.87
3706,sensor0,45.83
3706,sensor1,50.95
3707,sensor0,45.83
3707,sensor1,50.82
3708,sensor0,45.83
3708,sensor1,50.82
3708,sensor2,44.23
3708,sensor33,31.77
3709,sensor0,45.88
3709,sensor1,50.78
3709,sensor2,44.23
3709,sensor33,31.51
3710,sensor0,46.09
3710,sensor1,50.87
3710,sensor2,44.23
3710,sensor33,31.51
3711,sensor0,45.88
3711,sensor1,50.82
3711,sensor2,44.23
3711,sensor33,31.77
3712,sensor0,45.88
3712,sensor1,50.87
3712,sensor2,44.23
3712,sensor33,31.77
3713,sensor0,45.88
3713,sensor1,50.78
3713,sensor2,44.23
3713,sensor33,31.77
3714,sensor0,45.88
3714,sensor1,50.78
3714,sensor2,44.14
3714,sensor33,32.29
3715,sensor0,45.83
3715,sensor1,50.78
3715,sensor2,44.14
3715,sensor33,32.29
3716,sensor0,45.96
3716,sensor1,50.87
3716,sensor2,44.14
3716,sensor33,31.77
3717,sensor0,45.96
3717,sensor1,50.78
3717,sensor2,44.14
3717,sensor33,31.77
3718,sensor0,45.96
3718,sensor1,50.78
3718,sensor2,44.14
3718,sensor33,32.29
3719,sensor0,46.01
3719,sensor1,50.82
3719,sensor2,44.14
3719,sensor33,32.29
3720,sensor0,46.01
3720,sensor1,50.74
3720,sensor2,44.14
3720,sensor33,32.55
3721,sensor0,46.01
3721,sensor1,50.74
3721,sensor2,44.14
3721,sensor33,32.55
3722,sensor0,46.01
3722,sensor1,50.78
3722,sensor2,44.23
3722,sensor33,33.07
3723,sensor0,46.01
3723,sensor1,50.78
3723,sensor2,44.23
3723,sensor33,33.07
3724,sensor2,44.23
3724,sensor33,32.81
3725,sensor2,44.23
3725,sensor33,32.55
3726,sensor2,44.23
3726,sensor33,32.55
3727,sensor2,44.23
3727,sensor33,32.55
3728,sensor2,44.23
3728,sensor33,32.29
3729,sensor2,44.23
3729,sensor33,31.77
3730,sensor2,44.23
3730,sensor33,31.77
3731,sensor2,44.23
3731,sensor33,31.51
3732,sensor2,44.23
3732,sensor33,31.51
