data_len,Speed(L),Speed(G),Speed+Acc(L),Speed+Acc(G),IMR,EWMA,Median,Func_LP
0.05,0.6767633975852574,0.875854813256181,0.5752826464078483,0.8230305149951911,0.8866205500253079,0.0892522362026993,0.2621765077968153,0.8314606741573034
0.1,0.7975026455026455,0.9129503298190224,0.6866294254207778,0.8658014764658861,0.9472071181413741,0.16438727504853182,0.4120266278710929,0.8697031390559159
0.15000000000000002,0.8390032961383773,0.9269798136645963,0.7308470124753775,0.8767096711611213,0.9639085780413713,0.22394833021337288,0.4966082379117599,0.8791223101214312
0.2,0.8697684250082202,0.9347953559282279,0.7597064055120525,0.8914713364783757,0.974384619658832,0.2781852551984877,0.5663977660564691,0.8915776163439367
0.25,0.8863083562181248,0.9364085270384198,0.7780160949913348,0.893230644507499,0.9839745113890342,0.32221449416691167,0.6143220747059228,0.8934169278996865
0.3,0.8997936634717785,0.9435895359196566,0.7928753923644062,0.8982199986386223,0.9906699640287769,0.3705185317790921,0.6572314278333394,0.89741052847054
0.35000000000000003,0.9063327465570036,0.9439193559979875,0.7988574396260711,0.8976200492818078,0.9949599762822413,0.40748200090999115,0.6818284348002617,0.8982139891601371
