-1.0,0.6723992116672922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0;13.351030815010752;-0.8370120605750971,0.8370120605750971
0.0,-1.0,0.0,0.0,0.0,0.0,0.22934679867888233,0.0,0.0,0.0,0.0,0.0;39.86347447431361;-0.47011366353304984,0.47011366353304984
0.0,0.764632532854549,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0;5.911518696006553;-0.6337661668518632,0.6337661668518632
0.0,0.0,0.0,-1.0,0.0,-0.07399055978243196,0.0,0.0,0.0,0.0,0.0,0.0;53.674953962985605;-3.385393670248881,3.385393670248881
0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.8528214122299103,0.0,0.0,0.0,0.0;-60.274628315940134;-2.052110674241823,2.052110674241823
0.0,0.0,0.0,0.0,0.0,-1.0,-1.2764517417906003,0.0,0.0,0.0,0.0,0.0;139.80886662522087;-9.769938261756469,9.769938261756469
0.0,0.6709503747755392,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0;13.423850109344734;-0.837420528180984,0.837420528180984
0.0,0.0,0.0,0.0,0.0,0.0,0.22961342835326315,-1.0,0.0,0.0,0.0,0.0;39.85046002659014;-0.46980751091515743,0.46980751091515743
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7652573575002882,-1.0,0.0,0.0,0.0;5.880210295723302;-0.6336627366977122,0.6336627366977122
0.0,0.0,0.0,0.0,0.0,-0.0774575968947164,0.0,0.0,0.0,-1.0,0.0,0.0;53.95030110174395;-3.3770865203705487,3.3770865203705487
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8453317990197664,0.0,0.0,-1.0,0.0;-59.895716947041755;-2.0535886440464015,2.0535886440464015
0.0,0.0,0.0,0.0,0.0,0.0,-1.280980483960426,0.0,0.0,0.0,0.0,-1.0;140.0227786060067;-9.769553557454435,9.769553557454435
