tid,clean,origin,LP,approx,speed(L),speed(G),Acc(L),Acc(G),IMR,Median,EWMA
195.0,51.83154,51.83154,51.83154,51.83154,51.83154,51.83154,51.84345485054021,52.20585925323671,51.83154,51.831540000000004,51.83155710171677
196.0,51.83154,51.83154,51.83154,52.06241487874972,51.83154,51.83154,51.84345485054021,52.217774103776925,51.83154,51.831540000000004,51.831555391545095
197.0,51.83154,51.83154,51.83154,52.07432972928993,51.83154,51.83154,51.84345485054021,52.22968895431713,51.83154,51.831540000000004,51.831553852390584
198.0,51.83154,51.83154,51.83154,52.086244579830144,51.83154,51.84345485054021,51.84345485054021,52.24160380485735,51.83154,51.831540000000004,51.831552467151525
199.0,51.83154,51.83154,51.83154,52.09815943037036,51.84345485054021,51.85536970108042,51.84345485054021,52.253518655397556,51.83154,51.831540000000004,51.83155122043637
200.0,51.83154,53.33154,52.372911340095335,52.11007428091057,51.84345485054021,52.62104353865438,51.84345485054021,52.26543350593777,53.33154,52.38154,51.98155009839273
201.0,51.83154,53.231539999999995,52.38482619063555,52.121989131450775,53.31915235306159,52.63295838919459,54.81167451890402,52.27734835647798,53.231539999999995,52.606539999999995,52.10654908855346
202.0,51.83154,53.131539999999994,52.39674104117576,52.13390398199099,53.21915235306159,52.6448732397348,53.21915235306159,52.289263207018195,53.131539999999994,52.669039999999995,52.20904817969811
203.0,51.83154,53.03154,52.40865589171597,52.1458188325312,53.11915235306159,52.656788090275015,53.11915235306159,52.3011780575584,53.03154,52.65029,52.2912973617283
204.0,51.83154,52.93154,52.42057074225618,52.15773368307141,53.01915235306159,52.66870294081522,53.01915235306159,52.31309290809862,52.93154,52.64091499999999,52.35532162555547
205.0,51.83154,52.83154,52.4324855927964,52.16964853361162,52.91915235306159,52.656315293876816,52.91915235306159,52.325007758638826,52.83154,52.63622749999999,52.40294346299992
206.0,51.83154,52.731539999999995,52.444400443336605,52.181563384151836,52.81915235306159,52.6439276469384,52.81915235306159,52.33692260917904,52.731539999999995,52.633883749999995,52.43580311669993
207.0,51.83154,52.631539999999994,52.45631529387682,52.193478234692044,52.71915235306159,52.631539999999994,52.71915235306159,52.34883745971925,52.631539999999994,52.632711875,52.455376805029935
208.0,51.83154,52.53154,51.99257941019933,52.18109058775364,52.61915235306159,52.18109058775364,52.61915235306159,52.00496705713775,52.53154,52.582125937499995,52.462993124526946
209.0,51.83154,52.43154,51.980191763260926,52.16870294081522,52.51915235306159,52.16870294081522,52.51915235306159,51.99257941019933,52.43154,52.50683296875,52.45984781207425
210.0,51.83154,52.33154,51.96780411632251,51.96780411632251,52.41915235306159,52.156315293876816,52.41915235306159,51.980191763260926,51.83154,52.419186484375,52.447017030866824
211.0,51.83154,52.231539999999995,51.955416469384105,51.9554164693841,52.31915235306159,52.1439276469384,52.31915235306159,51.96780411632251,52.00371017420063,52.32536324218749,52.42546932778014
212.0,51.83154,52.131539999999994,51.94302882244569,51.94302882244569,52.21915235306159,52.131539999999994,52.21915235306159,51.955416469384105,52.014678106288045,52.22845162109374,52.396076395002126
213.0,51.83154,52.03154,51.93064117550728,51.93064117550728,52.11915235306159,52.11915235306159,52.11915235306159,51.94302882244569,52.092073616321365,52.12999581054687,52.35962275550191
214.0,51.83154,51.93154,51.91825352856887,51.91825352856887,52.01915235306159,52.10676470612317,52.01915235306159,51.93064117550728,51.83154,52.030767905273436,52.31681447995172
215.0,51.83154,51.83154,51.90586588163046,51.90586588163046,51.91915235306159,52.094377059184765,51.91915235306159,51.91825352856887,51.83154,51.93115395263672,52.26828703195655
216.0,51.83154,51.83154,51.89347823469205,51.89347823469205,51.83154,51.88109058775363,51.751426662277154,51.90586588163046,51.83154,51.881346976318355,52.2246123287609
217.0,51.83154,51.83154,51.88109058775364,51.88109058775364,51.83154,51.868702940815226,51.83154,51.89347823469205,51.83154,51.85644348815917,52.185305095884814
218.0,51.83154,51.83154,51.868702940815226,51.868702940815226,51.83154,51.85631529387682,51.84345485054021,51.88109058775364,51.83154,51.84399174407959,52.149928586296326
219.0,51.83154,51.83154,51.85631529387682,51.85631529387682,51.83154,51.843927646938404,51.84345485054021,51.868702940815226,51.83154,51.837765872039796,52.1180897276667
