data_len,Func_MVC,Func_LP,EWMA,Speed(G),Speed+Acc(G),Median,IMR,Speed(L),Speed+Acc(L)
2000.0,35.90044569998645,42.58761679998497,0.03563460000077612,15.092560000091908,16.13373729983141,1.48929529999441,17.51632699996844,1.910489099987899,2.4609075999906054
4000.0,72.36208520000946,84.42837089999739,0.06507759998567053,29.83397270012574,32.79859620001662,2.9992739999870537,41.413627199988696,3.8575809999965713,4.976405599983991
6000.0,108.71209170003931,126.74826629996096,0.09633189998930902,44.83847199983211,48.282351499692595,4.420778399988194,67.27097829999548,5.75552040002367,7.422659700001532
8000.0,145.7699502999676,171.08760200001416,0.1259318999836978,60.26867089949883,64.79941700056952,5.88383330000579,99.79572459999326,7.569096700011869,9.861679500023456
10000.0,172.6553587000417,205.3600798999978,0.15930959999241168,75.5376889990439,80.9834851994674,7.37145890001193,129.19436479999786,9.76092830001653,12.517700599975797
12000.0,206.40653540004132,245.62086439999985,0.1935990999918431,90.8074680997779,97.74972959980369,8.82714679999117,155.76677149999523,11.512505999995483,14.816654000009294
14000.0,237.49804930001483,286.41735860002154,0.2187133999686921,107.0030341999518,114.53677369989964,10.26869870000155,184.34897569999157,13.340455900000961,17.248436200006836
16000.0,267.47973039997305,315.28187989996877,0.25140840001404285,119.49033030035935,128.3950414997853,11.668268099998386,211.80610460000025,15.125842599987664,19.639864100019622
18000.0,301.2230609000144,356.87887530007356,0.2907848000031663,134.62451769932522,144.76825569779612,13.120790999993915,240.34479700001248,17.16730399998778,22.091583100023854
20000.0,335.5696620998642,396.9864306000163,0.31369959998119157,149.96415219798655,161.3801049995309,14.534287200025574,273.6663585000206,18.838091900011932,24.677700000007462
