data_len,Func_MVC,Func_LP,EWMA,Speed(G),Speed+Acc(G),Median,IMR,Speed(L),Speed+Acc(L)
2000.0,0.4815288251625023,0.4604505839145106,1.1214583454262295,0.5473716730882041,0.5204935935295742,0.8107285292605505,0.46782843007356373,1.0666644288776326,2.225303099377044
4000.0,0.5388560613649143,0.5651705272517055,1.5059646036016472,0.6054059028868446,0.5870675221665866,0.9246387914182073,0.5315087053405904,1.0954825427720265,2.1479129383055953
6000.0,0.5275448891417307,0.5597102964064229,1.3289065994608653,0.5698874738062747,0.5566417027769777,0.8782787201962976,0.590005135341,1.0607519951181241,2.1071811235791165
8000.0,0.5377130407119941,0.5366783242482248,1.1697505084939162,0.5713436743425195,0.5727143776202349,0.8344675170073376,0.48387829636117374,1.0272071800148532,2.021037443704688
10000.0,0.5461650393078317,0.5477108052530535,1.1907645193064762,0.5752838457004245,0.559546326578517,0.8238459664971849,0.4548953139262024,1.026422021271101,2.057290808221301
12000.0,0.5474931764346332,0.5591115054934445,1.0438428445139067,0.5609205726963248,0.5544802052483508,0.8041858826351516,0.47588066624596126,1.008673487874042,2.0218693320430474
14000.0,0.5690514229193042,0.5898685473887657,1.0841108604367322,0.5451805139780953,0.5392820956705404,0.7980515514322013,0.519941938849401,1.0167390514695782,2.032603187805979
16000.0,0.5427297091349842,0.5537402930498702,0.9494910527251355,0.5472205452105199,0.5352768722111295,0.7617815790823994,0.44519621043877844,0.9972781979271754,2.012481380700471
18000.0,0.5627960140130452,0.574072071131428,0.9981989283838126,0.5631645834660813,0.5464541393457271,0.7731017579071647,0.44237532772595334,1.0016085007352744,2.0215079313589968
20000.0,0.5566467543811041,0.5628266584987623,0.961620221445821,0.5613398460260095,0.5497172990720832,0.7738738943821871,0.31635120922613524,0.9949191946361753,1.9925123158760905
