data_len,Func_MVC,Func_LP,EWMA,Speed(G),Speed+Acc(G),Median,IMR,Speed(L),Speed+Acc(L)
5000.0,0.7754132132534437,0.7761579020645841,0.43403989794383546,0.7050971485278315,0.7143207158108282,0.4814567185136531,0.3168192141478726,0.5525021878494687,0.3707169361648667
10000.0,0.7875382702146968,0.782671422780354,0.4402233216233261,0.701474785354995,0.7109327627997926,0.48889943062260266,0.4382860245804986,0.5611252811972915,0.36967140283012945
15000.0,0.8137211155667262,0.8114108568170009,0.4268364867217205,0.7256865140881429,0.7362338586973951,0.4822643502787388,0.5707382514039911,0.5563967236675946,0.36623107821232825
20000.0,0.805335413382498,0.8038870274110332,0.4354270176084867,0.7202381745023658,0.7334139217540399,0.4871123332639735,0.6633553858835994,0.5628419565116021,0.36848717404416587
