data_len,Func_MVC,Func_LP,EWMA,Speed(G),Speed+Acc(G),Median,IMR,Speed(L),Speed+Acc(L)
5000.0,2.1717449543987764,2.65586667912455,13.167691093559952,20.3920854000568,20.39836309131173,31.365388771946677,47.452829138659695,54.60178873683393,121.58740543787285
10000.0,3.8122034860522565,4.922803075869928,14.428901292280528,21.09301725373599,21.101843811761746,30.875076223788668,42.80693783720821,50.98825004310516,109.39967003073932
15000.0,5.215871410787742,6.072150963613772,15.894799591782517,23.055062736397534,23.05497510924064,34.252252075869976,38.824076821468175,57.302336818421544,125.1712049808103
20000.0,4.80420969037931,6.104820411693884,16.41372706204545,22.463863825289916,22.465710796133397,33.6899691117774,31.148285591894684,55.61986470734321,119.92366989719942
