data_len,Func_MVC,Func_LP,EWMA,Speed(G),Speed+Acc(G),Median,IMR,Speed(L),Speed+Acc(L)
2000.0,0.06083660886241656,0.08491187898753415,0.37644525772022863,0.36083078863835105,0.3600326618120236,0.6099500107648484,0.7849090621196847,0.9975048755895076,2.2321029626110414
4000.0,0.07191109056113004,0.09122489620891373,0.34387503618664544,0.3940267111232503,0.39426690412784654,0.6035486480924891,0.6949117970488445,0.9986264950618975,2.2259969989520787
6000.0,0.07646318481177558,0.09909454409679534,0.35355474606914344,0.38787641668666906,0.38783025420135897,0.610056610157106,0.5865528503082535,0.9971733688095828,2.1858390836827746
8000.0,0.0756469311825907,0.09786816053308282,0.3584894704225536,0.38689825074644657,0.38667902881997235,0.6121382672514881,0.6106371553963194,0.9976154038130253,2.181988164938392
10000.0,0.07393907901462586,0.10355369692306952,0.35695238101324916,0.3846261438582123,0.3845286106830985,0.607052915826176,0.571150062242023,0.9981869900824796,2.1981598681770307
12000.0,0.08097916707111613,0.11547338451243033,0.36332763546884606,0.3828870565525796,0.38307966042717567,0.609747862993421,0.5695689889734951,0.998070664308361,2.186345403788105
14000.0,0.06983916141681826,0.10029787986716457,0.33630351532573494,0.3652127087639624,0.3655162691383471,0.6013286969446012,0.5604846635360529,0.9984773761558996,2.221246987248948
16000.0,0.07588207387924853,0.09643954414903445,0.3423420222810594,0.3831672242489551,0.38300355763388544,0.6006741759509491,0.4960385498659475,0.9986312095966209,2.203177534864244
18000.0,0.07566924899062416,0.10203900661460016,0.3347206526512737,0.3881559797651997,0.3880902788598669,0.6033312628464871,0.4399909646012475,0.9969794121497225,2.1905494128351153
20000.0,0.07673359601759108,0.10159772686751584,0.33975490831595556,0.3754313205179692,0.3752588580668263,0.6024987905318328,0.42121855101728023,0.9971890458487965,2.1979881216156434
